,Date,Temperature,Humidity,Pressure
0,2022-06-17 00:00:25,24.48,35.57,14.62
1,2022-06-17 00:00:55,24.47,35.56,14.62
2,2022-06-17 00:01:26,24.47,35.52,14.62
3,2022-06-17 00:01:56,24.45,35.52,14.62
4,2022-06-17 00:02:26,24.46,35.52,14.63
5,2022-06-17 00:02:57,24.46,35.56,14.62
6,2022-06-17 00:03:27,24.46,35.52,14.63
7,2022-06-17 00:03:57,24.45,35.49,14.63
8,2022-06-17 00:04:28,24.45,35.51,14.63
9,2022-06-17 00:04:58,24.45,35.5,14.62
10,2022-06-17 00:05:28,24.45,35.57,14.63
11,2022-06-17 00:05:59,24.45,35.52,14.63
12,2022-06-17 00:06:29,24.45,35.52,14.63
13,2022-06-17 00:06:59,24.45,35.56,14.63
14,2022-06-17 00:07:30,24.43,35.57,14.62
15,2022-06-17 00:08:00,24.44,35.57,14.63
16,2022-06-17 00:08:30,24.44,35.56,14.63
17,2022-06-17 00:09:01,24.44,35.55,14.63
18,2022-06-17 00:09:31,24.44,35.63,14.63
19,2022-06-17 00:10:01,24.43,35.6,14.63
20,2022-06-17 00:10:32,24.43,35.64,14.62
21,2022-06-17 00:11:02,24.43,35.67,14.63
22,2022-06-17 00:11:32,24.42,35.66,14.63
23,2022-06-17 00:12:03,24.43,35.67,14.63
24,2022-06-17 00:12:33,24.41,35.68,14.63
25,2022-06-17 00:13:03,24.42,35.7,14.63
26,2022-06-17 00:13:34,24.42,35.7,14.63
27,2022-06-17 00:14:04,24.41,35.67,14.63
28,2022-06-17 00:14:34,24.41,35.73,14.63
29,2022-06-17 00:15:05,24.41,35.71,14.63
30,2022-06-17 00:15:35,24.41,35.68,14.63
31,2022-06-17 00:16:05,24.41,35.73,14.63
32,2022-06-17 00:16:35,24.41,35.74,14.63
33,2022-06-17 00:17:06,24.4,35.75,14.63
34,2022-06-17 00:17:36,24.4,35.77,14.63
35,2022-06-17 00:18:06,24.4,35.77,14.63
36,2022-06-17 00:18:37,24.4,35.81,14.63
37,2022-06-17 00:19:07,24.4,35.84,14.63
38,2022-06-17 00:19:37,24.4,35.86,14.63
39,2022-06-17 00:20:08,24.39,35.85,14.63
40,2022-06-17 00:20:38,24.39,35.85,14.63
41,2022-06-17 00:21:08,24.38,35.9,14.63
42,2022-06-17 00:21:39,24.4,35.94,14.63
43,2022-06-17 00:22:09,24.38,35.88,14.62
44,2022-06-17 00:22:39,24.39,35.88,14.63
45,2022-06-17 00:23:10,24.38,35.88,14.63
46,2022-06-17 00:23:40,24.38,35.89,14.63
47,2022-06-17 00:24:10,24.38,35.9,14.63
48,2022-06-17 00:24:41,24.38,35.94,14.62
49,2022-06-17 00:25:11,24.38,35.95,14.63
50,2022-06-17 00:25:41,24.38,35.92,14.63
51,2022-06-17 00:26:12,24.37,35.94,14.63
52,2022-06-17 00:26:42,24.37,35.97,14.63
53,2022-06-17 00:27:12,24.36,35.96,14.63
54,2022-06-17 00:27:43,24.37,35.96,14.63
55,2022-06-17 00:28:13,24.37,35.99,14.63
56,2022-06-17 00:28:43,24.37,35.96,14.63
57,2022-06-17 00:29:14,24.37,35.96,14.63
58,2022-06-17 00:29:44,24.37,35.99,14.63
59,2022-06-17 00:30:14,24.35,36.03,14.63
60,2022-06-17 00:30:44,24.36,36.01,14.63
61,2022-06-17 00:31:15,24.35,36.08,14.63
62,2022-06-17 00:31:45,24.34,36.05,14.63
63,2022-06-17 00:32:15,24.34,36.1,14.63
64,2022-06-17 00:32:46,24.34,36.06,14.62
65,2022-06-17 00:33:16,24.34,36.1,14.62
66,2022-06-17 00:33:46,24.34,36.11,14.63
67,2022-06-17 00:34:17,24.34,36.06,14.63
68,2022-06-17 00:34:47,24.34,36.08,14.63
69,2022-06-17 00:35:17,24.34,36.07,14.63
70,2022-06-17 00:35:48,24.34,36.01,14.63
71,2022-06-17 00:36:18,24.33,36.04,14.63
72,2022-06-17 00:36:48,24.32,36.05,14.63
73,2022-06-17 00:37:19,24.34,36.03,14.62
74,2022-06-17 00:37:49,24.33,36.03,14.63
75,2022-06-17 00:38:19,24.33,36.0,14.63
76,2022-06-17 00:38:50,24.32,36.03,14.63
77,2022-06-17 00:39:20,24.32,35.98,14.62
78,2022-06-17 00:39:50,24.32,36.03,14.63
79,2022-06-17 00:40:21,24.31,36.06,14.63
80,2022-06-17 00:40:51,24.3,36.02,14.63
81,2022-06-17 00:41:21,24.31,36.06,14.63
82,2022-06-17 00:41:52,24.31,36.01,14.63
83,2022-06-17 00:42:22,24.31,36.01,14.63
84,2022-06-17 00:42:52,24.3,36.02,14.62
85,2022-06-17 00:43:23,24.3,36.07,14.63
86,2022-06-17 00:43:53,24.3,35.98,14.63
87,2022-06-17 00:44:23,24.3,36.04,14.62
