,Date,Temperature,Humidity,Pressure
0,2022-06-16 00:00:06,24.97,28.05,14.65
1,2022-06-16 00:00:37,24.97,28.14,14.65
2,2022-06-16 00:01:07,24.98,28.11,14.65
3,2022-06-16 00:01:37,24.98,28.14,14.65
4,2022-06-16 00:02:08,24.97,28.18,14.65
5,2022-06-16 00:02:38,24.97,28.18,14.65
6,2022-06-16 00:03:08,24.97,28.17,14.65
7,2022-06-16 00:03:39,24.98,28.15,14.65
8,2022-06-16 00:04:09,24.97,28.22,14.65
9,2022-06-16 00:04:39,24.97,28.22,14.65
10,2022-06-16 00:05:10,24.97,28.23,14.65
11,2022-06-16 00:05:40,24.98,28.26,14.65
12,2022-06-16 00:06:10,24.98,28.22,14.65
13,2022-06-16 00:06:41,24.97,28.29,14.65
14,2022-06-16 00:07:11,24.98,28.35,14.65
15,2022-06-16 00:07:41,24.97,28.31,14.65
16,2022-06-16 00:08:12,24.98,28.44,14.65
17,2022-06-16 00:08:42,24.97,28.57,14.65
18,2022-06-16 00:09:12,24.98,28.55,14.65
19,2022-06-16 00:09:43,24.98,28.69,14.65
20,2022-06-16 00:10:13,24.98,28.62,14.66
21,2022-06-16 00:10:43,24.98,28.64,14.65
22,2022-06-16 00:11:14,24.97,28.62,14.65
23,2022-06-16 00:11:44,24.98,28.58,14.65
24,2022-06-16 00:12:14,24.98,28.66,14.65
25,2022-06-16 00:12:44,24.98,28.68,14.65
26,2022-06-16 00:13:15,24.98,28.79,14.65
27,2022-06-16 00:13:45,24.97,28.8,14.65
28,2022-06-16 00:14:15,24.98,28.84,14.65
29,2022-06-16 00:14:46,24.98,29.01,14.65
30,2022-06-16 00:15:16,24.98,28.99,14.65
31,2022-06-16 00:15:46,24.97,29.03,14.65
32,2022-06-16 00:16:17,24.97,29.01,14.65
33,2022-06-16 00:16:47,24.98,28.99,14.65
34,2022-06-16 00:17:17,24.98,29.04,14.65
35,2022-06-16 00:17:48,24.98,29.1,14.65
36,2022-06-16 00:18:18,24.98,29.09,14.65
37,2022-06-16 00:18:48,24.98,29.09,14.65
38,2022-06-16 00:19:19,24.96,29.07,14.65
39,2022-06-16 00:19:49,24.98,29.19,14.65
40,2022-06-16 00:20:19,24.97,29.13,14.65
41,2022-06-16 00:20:50,24.97,29.17,14.65
42,2022-06-16 00:21:20,24.98,29.15,14.65
43,2022-06-16 00:21:50,24.97,29.22,14.65
44,2022-06-16 00:22:21,24.96,29.19,14.65
45,2022-06-16 00:22:51,24.96,29.19,14.65
46,2022-06-16 00:23:21,24.95,29.21,14.65
47,2022-06-16 00:23:52,24.97,29.31,14.65
48,2022-06-16 00:24:22,24.97,29.67,14.65
49,2022-06-16 00:24:52,24.97,29.8,14.65
50,2022-06-16 00:25:23,24.97,29.83,14.65
51,2022-06-16 00:25:53,24.97,29.85,14.65
52,2022-06-16 00:26:23,24.97,29.81,14.65
53,2022-06-16 00:26:54,24.98,29.81,14.65
54,2022-06-16 00:27:24,24.97,29.75,14.65
55,2022-06-16 00:27:54,24.97,29.67,14.65
56,2022-06-16 00:28:24,24.96,29.64,14.65
57,2022-06-16 00:28:55,24.97,29.64,14.65
58,2022-06-16 00:29:25,24.97,29.66,14.65
59,2022-06-16 00:29:55,24.97,29.64,14.65
60,2022-06-16 00:30:26,24.98,29.61,14.65
61,2022-06-16 00:30:56,24.98,29.6,14.65
62,2022-06-16 00:31:26,24.97,29.52,14.65
63,2022-06-16 00:31:57,24.97,29.57,14.65
64,2022-06-16 00:32:27,24.97,29.52,14.65
65,2022-06-16 00:32:57,24.98,29.63,14.65
66,2022-06-16 00:33:28,24.97,29.64,14.66
67,2022-06-16 00:33:58,24.96,29.54,14.65
68,2022-06-16 00:34:28,24.96,29.48,14.65
69,2022-06-16 00:34:59,24.95,29.48,14.65
70,2022-06-16 00:35:29,24.95,29.5,14.66
71,2022-06-16 00:35:59,24.96,29.47,14.65
72,2022-06-16 00:36:30,24.96,29.45,14.65
73,2022-06-16 00:37:00,24.96,29.41,14.66
74,2022-06-16 00:37:30,24.96,29.45,14.65
75,2022-06-16 00:38:01,24.97,29.43,14.65
76,2022-06-16 00:38:31,24.96,29.39,14.65
77,2022-06-16 00:39:01,24.95,29.38,14.65
78,2022-06-16 00:39:32,24.96,29.34,14.65
79,2022-06-16 00:40:02,24.95,29.31,14.65
80,2022-06-16 00:40:32,24.95,29.37,14.65
81,2022-06-16 00:41:03,24.95,29.34,14.65
82,2022-06-16 00:41:33,24.95,29.32,14.65
83,2022-06-16 00:42:03,24.95,29.31,14.65
84,2022-06-16 00:42:34,24.95,29.31,14.65
85,2022-06-16 00:43:04,24.95,29.33,14.65
86,2022-06-16 00:43:34,24.96,29.39,14.65
87,2022-06-16 00:44:04,24.95,29.41,14.65
88,2022-06-16 00:44:35,24.96,29.34,14.65
89,2022-06-16 00:45:05,24.96,29.39,14.65
90,2022-06-16 00:45:35,24.96,29.37,14.65
91,2022-06-16 00:46:06,24.96,29.41,14.65
92,2022-06-16 00:46:36,24.95,29.39,14.66
93,2022-06-16 00:47:06,24.95,29.45,14.65
94,2022-06-16 00:47:37,24.96,29.42,14.65
95,2022-06-16 00:48:07,24.96,29.47,14.65
96,2022-06-16 00:48:37,24.96,29.42,14.65
97,2022-06-16 00:49:08,24.96,29.38,14.65
98,2022-06-16 00:49:38,24.95,29.39,14.65
99,2022-06-16 00:50:08,24.95,29.35,14.65
100,2022-06-16 00:50:39,24.96,29.32,14.65
101,2022-06-16 00:51:09,24.95,29.47,14.65
102,2022-06-16 00:51:39,24.95,29.56,14.65
103,2022-06-16 00:52:10,24.95,29.41,14.65
104,2022-06-16 00:52:40,24.95,29.41,14.65
105,2022-06-16 00:53:10,24.95,29.38,14.65
106,2022-06-16 00:53:41,24.95,29.36,14.65
107,2022-06-16 00:54:11,24.95,29.27,14.65
108,2022-06-16 00:54:41,24.95,29.2,14.65
109,2022-06-16 00:55:12,24.94,29.17,14.65
110,2022-06-16 00:55:42,24.95,29.18,14.65
111,2022-06-16 00:56:12,24.95,29.16,14.65
112,2022-06-16 00:56:43,24.95,29.23,14.65
113,2022-06-16 00:57:13,24.95,29.23,14.65
114,2022-06-16 00:57:43,24.93,29.22,14.65
115,2022-06-16 00:58:14,24.94,29.23,14.65
116,2022-06-16 00:58:44,24.94,29.26,14.65
117,2022-06-16 00:59:14,24.93,29.24,14.65
118,2022-06-16 00:59:45,24.94,29.25,14.65
119,2022-06-16 01:00:15,24.94,29.29,14.65
120,2022-06-16 01:00:45,24.92,29.23,14.65
121,2022-06-16 01:01:15,24.93,29.22,14.65
122,2022-06-16 01:01:46,24.92,29.18,14.65
123,2022-06-16 01:02:16,24.92,29.19,14.65
124,2022-06-16 01:02:46,24.92,29.15,14.65
125,2022-06-16 01:03:17,24.93,29.16,14.65
126,2022-06-16 01:03:47,24.91,29.14,14.65
127,2022-06-16 01:04:17,24.92,29.18,14.65
128,2022-06-16 01:04:48,24.92,29.22,14.65
129,2022-06-16 01:05:18,24.91,29.12,14.65
130,2022-06-16 01:05:48,24.92,29.22,14.65
131,2022-06-16 01:06:19,24.92,29.22,14.65
132,2022-06-16 01:06:49,24.93,29.3,14.65
133,2022-06-16 01:07:19,24.92,29.28,14.65
134,2022-06-16 01:07:50,24.91,29.29,14.65
135,2022-06-16 01:08:20,24.91,29.26,14.65
136,2022-06-16 01:08:50,24.92,29.33,14.65
137,2022-06-16 01:09:21,24.91,29.32,14.65
138,2022-06-16 01:09:51,24.91,29.34,14.65
139,2022-06-16 01:10:21,24.91,29.34,14.65
140,2022-06-16 01:10:52,24.91,29.38,14.65
141,2022-06-16 01:11:22,24.91,29.36,14.65
142,2022-06-16 01:11:52,24.91,29.34,14.65
143,2022-06-16 01:12:23,24.91,29.37,14.65
144,2022-06-16 01:12:53,24.91,29.41,14.65
145,2022-06-16 01:13:23,24.89,29.38,14.65
146,2022-06-16 01:13:54,24.9,29.39,14.65
147,2022-06-16 01:14:24,24.9,29.43,14.65
148,2022-06-16 01:14:54,24.9,29.42,14.65
149,2022-06-16 01:15:25,24.9,29.48,14.65
150,2022-06-16 01:15:55,24.9,29.5,14.65
151,2022-06-16 01:16:25,24.89,29.59,14.65
152,2022-06-16 01:16:55,24.89,29.64,14.65
153,2022-06-16 01:17:26,24.89,29.64,14.65
154,2022-06-16 01:17:56,24.89,29.7,14.65
155,2022-06-16 01:18:26,24.88,29.74,14.65
156,2022-06-16 01:18:57,24.88,29.76,14.65
157,2022-06-16 01:19:27,24.88,29.8,14.65
158,2022-06-16 01:19:57,24.88,29.81,14.65
159,2022-06-16 01:20:28,24.88,29.87,14.65
160,2022-06-16 01:20:58,24.88,29.95,14.65
161,2022-06-16 01:21:28,24.88,30.06,14.65
162,2022-06-16 01:21:59,24.88,30.21,14.65
163,2022-06-16 01:22:29,24.88,30.17,14.65
164,2022-06-16 01:22:59,24.87,30.3,14.65
165,2022-06-16 01:23:30,24.88,30.32,14.65
166,2022-06-16 01:24:00,24.88,30.38,14.65
167,2022-06-16 01:24:30,24.88,30.37,14.65
168,2022-06-16 01:25:01,24.88,30.37,14.65
169,2022-06-16 01:25:31,24.88,30.38,14.65
170,2022-06-16 01:26:01,24.87,30.34,14.65
171,2022-06-16 01:26:32,24.87,30.37,14.65
172,2022-06-16 01:27:02,24.86,30.44,14.65
173,2022-06-16 01:27:32,24.87,30.49,14.65
174,2022-06-16 01:28:03,24.85,30.48,14.65
175,2022-06-16 01:28:33,24.86,30.45,14.65
176,2022-06-16 01:29:03,24.85,30.47,14.65
177,2022-06-16 01:29:34,24.85,30.49,14.65
178,2022-06-16 01:30:04,24.85,30.49,14.65
179,2022-06-16 01:30:34,24.85,30.43,14.65
180,2022-06-16 01:31:05,24.86,30.49,14.65
181,2022-06-16 01:31:35,24.86,30.5,14.65
182,2022-06-16 01:32:05,24.85,30.57,14.65
183,2022-06-16 01:32:35,24.85,30.59,14.65
184,2022-06-16 01:33:06,24.84,30.65,14.65
185,2022-06-16 01:33:36,24.84,30.68,14.65
186,2022-06-16 01:34:06,24.84,30.74,14.65
187,2022-06-16 01:34:37,24.84,30.74,14.65
188,2022-06-16 01:35:07,24.84,30.82,14.65
189,2022-06-16 01:35:37,24.84,30.84,14.65
190,2022-06-16 01:36:08,24.83,30.85,14.65
191,2022-06-16 01:36:38,24.84,30.87,14.65
192,2022-06-16 01:37:08,24.84,30.94,14.65
193,2022-06-16 01:37:39,24.83,31.08,14.65
194,2022-06-16 01:38:09,24.84,31.11,14.65
195,2022-06-16 01:38:39,24.83,31.17,14.65
196,2022-06-16 01:39:10,24.83,31.23,14.65
197,2022-06-16 01:39:40,24.84,31.26,14.65
198,2022-06-16 01:40:10,24.83,31.31,14.65
199,2022-06-16 01:40:41,24.82,31.45,14.65
200,2022-06-16 01:41:11,24.82,31.48,14.65
201,2022-06-16 01:41:41,24.82,31.52,14.65
202,2022-06-16 01:42:12,24.82,31.64,14.65
203,2022-06-16 01:42:42,24.81,31.7,14.65
204,2022-06-16 01:43:12,24.82,31.75,14.65
205,2022-06-16 01:43:43,24.82,31.74,14.65
