,Date,Temperature,Humidity,Pressure
0,2022-06-19 00:00:29,23.42,36.98,14.71
1,2022-06-19 00:00:59,23.43,37.01,14.71
2,2022-06-19 00:01:29,23.45,36.98,14.71
3,2022-06-19 00:02:00,23.43,36.99,14.71
4,2022-06-19 00:02:30,23.45,36.95,14.71
5,2022-06-19 00:03:00,23.44,36.98,14.71
6,2022-06-19 00:03:31,23.42,36.95,14.71
7,2022-06-19 00:04:01,23.44,36.95,14.71
8,2022-06-19 00:04:31,23.44,36.96,14.71
9,2022-06-19 00:05:02,23.43,36.9,14.71
10,2022-06-19 00:05:32,23.42,36.94,14.71
11,2022-06-19 00:06:02,23.45,36.9,14.71
12,2022-06-19 00:06:33,23.43,36.95,14.71
13,2022-06-19 00:07:03,23.43,36.93,14.71
14,2022-06-19 00:07:33,23.43,36.9,14.71
15,2022-06-19 00:08:04,23.42,36.91,14.71
16,2022-06-19 00:08:34,23.43,36.88,14.71
17,2022-06-19 00:09:04,23.43,36.93,14.71
18,2022-06-19 00:09:35,23.42,36.91,14.71
19,2022-06-19 00:10:05,23.42,36.9,14.71
20,2022-06-19 00:10:35,23.43,36.85,14.71
21,2022-06-19 00:11:06,23.43,36.84,14.71
22,2022-06-19 00:11:36,23.43,36.86,14.71
23,2022-06-19 00:12:06,23.42,36.87,14.71
24,2022-06-19 00:12:37,23.42,36.9,14.71
25,2022-06-19 00:13:07,23.43,36.89,14.71
26,2022-06-19 00:13:37,23.42,36.82,14.71
27,2022-06-19 00:14:08,23.43,36.74,14.71
28,2022-06-19 00:14:38,23.42,36.77,14.71
29,2022-06-19 00:15:08,23.42,36.76,14.71
30,2022-06-19 00:15:39,23.42,36.77,14.71
31,2022-06-19 00:16:09,23.42,36.75,14.71
32,2022-06-19 00:16:39,23.42,36.69,14.71
33,2022-06-19 00:17:09,23.42,36.66,14.71
34,2022-06-19 00:17:40,23.41,36.71,14.71
35,2022-06-19 00:18:10,23.41,36.7,14.71
36,2022-06-19 00:18:40,23.42,36.68,14.71
37,2022-06-19 00:19:11,23.41,36.71,14.71
38,2022-06-19 00:19:41,23.41,36.68,14.71
39,2022-06-19 00:20:11,23.4,36.66,14.71
40,2022-06-19 00:20:42,23.41,36.6,14.71
41,2022-06-19 00:21:12,23.42,36.69,14.71
42,2022-06-19 00:21:42,23.41,36.62,14.71
43,2022-06-19 00:22:13,23.42,36.63,14.71
44,2022-06-19 00:22:43,23.41,36.64,14.71
45,2022-06-19 00:23:13,23.41,36.63,14.71
46,2022-06-19 00:23:44,23.41,36.57,14.71
47,2022-06-19 00:24:14,23.41,36.58,14.71
48,2022-06-19 00:24:44,23.41,36.54,14.71
49,2022-06-19 00:25:15,23.41,36.52,14.71
50,2022-06-19 00:25:45,23.41,36.47,14.71
51,2022-06-19 00:26:15,23.41,36.48,14.71
52,2022-06-19 00:26:46,23.41,36.52,14.71
53,2022-06-19 00:27:16,23.41,36.52,14.71
54,2022-06-19 00:27:46,23.41,36.53,14.71
55,2022-06-19 00:28:17,23.42,36.48,14.7
56,2022-06-19 00:28:47,23.42,36.47,14.71
57,2022-06-19 00:29:17,23.41,36.48,14.7
58,2022-06-19 00:29:48,23.42,36.47,14.7
59,2022-06-19 00:30:18,23.42,36.47,14.71
60,2022-06-19 00:30:48,23.42,36.46,14.71
61,2022-06-19 00:31:18,23.4,36.45,14.71
62,2022-06-19 00:31:49,23.41,36.44,14.71
63,2022-06-19 00:32:19,23.42,36.38,14.71
64,2022-06-19 00:32:49,23.41,36.41,14.71
65,2022-06-19 00:33:20,23.41,36.37,14.71
66,2022-06-19 00:33:50,23.41,36.37,14.71
67,2022-06-19 00:34:20,23.41,36.39,14.71
68,2022-06-19 00:34:51,23.41,36.36,14.71
69,2022-06-19 00:35:21,23.41,36.37,14.71
70,2022-06-19 00:35:51,23.41,36.37,14.71
71,2022-06-19 00:36:22,23.41,36.31,14.7
72,2022-06-19 00:36:52,23.41,36.33,14.7
73,2022-06-19 00:37:22,23.41,36.32,14.7
74,2022-06-19 00:37:53,23.41,36.28,14.71
75,2022-06-19 00:38:23,23.41,36.3,14.7
76,2022-06-19 00:38:53,23.41,36.24,14.7
77,2022-06-19 00:39:24,23.41,36.26,14.7
78,2022-06-19 00:39:54,23.41,36.23,14.7
79,2022-06-19 00:40:24,23.41,36.2,14.7
80,2022-06-19 00:40:55,23.41,36.2,14.7
81,2022-06-19 00:41:25,23.41,36.15,14.7
82,2022-06-19 00:41:55,23.41,36.14,14.7
83,2022-06-19 00:42:26,23.41,36.11,14.7
84,2022-06-19 00:42:56,23.4,36.05,14.7
85,2022-06-19 00:43:26,23.4,36.09,14.7
86,2022-06-19 00:43:57,23.39,36.07,14.7
87,2022-06-19 00:44:27,23.41,36.04,14.7
88,2022-06-19 00:44:57,23.39,36.01,14.7
89,2022-06-19 00:45:27,23.4,36.02,14.7
90,2022-06-19 00:45:58,23.39,36.06,14.7
91,2022-06-19 00:46:28,23.39,36.03,14.7
92,2022-06-19 00:46:58,23.38,35.97,14.7
93,2022-06-19 00:47:29,23.39,35.92,14.7
