,Date,Temperature,Humidity,Pressure
0,2022-06-20 00:00:14,23.67,35.87,14.72
1,2022-06-20 00:00:44,23.67,35.83,14.72
2,2022-06-20 00:01:14,23.68,35.83,14.72
3,2022-06-20 00:01:45,23.67,35.8,14.72
4,2022-06-20 00:02:15,23.68,35.74,14.72
5,2022-06-20 00:02:45,23.68,35.79,14.72
6,2022-06-20 00:03:15,23.68,35.71,14.72
7,2022-06-20 00:03:46,23.69,35.78,14.72
8,2022-06-20 00:04:16,23.67,35.7,14.72
9,2022-06-20 00:04:46,23.68,35.68,14.72
10,2022-06-20 00:05:17,23.69,35.77,14.72
11,2022-06-20 00:05:47,23.68,35.72,14.72
12,2022-06-20 00:06:17,23.68,35.73,14.72
13,2022-06-20 00:06:48,23.68,35.72,14.72
14,2022-06-20 00:07:18,23.68,35.69,14.72
15,2022-06-20 00:07:48,23.68,35.71,14.72
16,2022-06-20 00:08:19,23.69,35.71,14.72
17,2022-06-20 00:08:49,23.69,35.72,14.72
18,2022-06-20 00:09:19,23.68,35.74,14.72
19,2022-06-20 00:09:50,23.69,35.7,14.72
20,2022-06-20 00:10:20,23.69,35.68,14.72
21,2022-06-20 00:10:50,23.69,35.67,14.72
22,2022-06-20 00:11:21,23.69,35.65,14.72
23,2022-06-20 00:11:51,23.68,35.68,14.72
24,2022-06-20 00:12:21,23.7,35.67,14.72
25,2022-06-20 00:12:52,23.69,35.67,14.72
26,2022-06-20 00:13:22,23.7,35.65,14.72
27,2022-06-20 00:13:52,23.7,35.62,14.72
28,2022-06-20 00:14:23,23.68,35.59,14.72
29,2022-06-20 00:14:53,23.7,35.66,14.72
30,2022-06-20 00:15:23,23.69,35.66,14.72
31,2022-06-20 00:15:54,23.69,35.64,14.72
32,2022-06-20 00:16:24,23.69,35.63,14.72
33,2022-06-20 00:16:54,23.69,35.66,14.72
34,2022-06-20 00:17:24,23.69,35.68,14.71
35,2022-06-20 00:17:55,23.69,35.7,14.72
36,2022-06-20 00:18:25,23.7,35.66,14.72
37,2022-06-20 00:18:55,23.7,35.72,14.72
38,2022-06-20 00:19:26,23.7,35.72,14.72
39,2022-06-20 00:19:56,23.7,35.72,14.71
40,2022-06-20 00:20:26,23.69,35.77,14.71
41,2022-06-20 00:20:57,23.7,35.76,14.72
42,2022-06-20 00:21:27,23.7,35.78,14.72
43,2022-06-20 00:21:57,23.7,35.76,14.72
44,2022-06-20 00:22:28,23.7,35.77,14.71
45,2022-06-20 00:22:58,23.7,35.74,14.72
46,2022-06-20 00:23:28,23.7,35.72,14.72
47,2022-06-20 00:23:59,23.7,35.72,14.72
48,2022-06-20 00:24:29,23.7,35.74,14.72
49,2022-06-20 00:24:59,23.7,35.68,14.72
50,2022-06-20 00:25:30,23.7,35.7,14.72
51,2022-06-20 00:26:00,23.7,35.75,14.72
52,2022-06-20 00:26:30,23.71,35.67,14.72
53,2022-06-20 00:27:01,23.7,35.7,14.72
54,2022-06-20 00:27:31,23.7,35.72,14.71
55,2022-06-20 00:28:01,23.7,35.68,14.71
56,2022-06-20 00:28:32,23.7,35.7,14.71
57,2022-06-20 00:29:02,23.7,35.73,14.71
58,2022-06-20 00:29:32,23.7,35.76,14.72
59,2022-06-20 00:30:03,23.7,35.78,14.72
60,2022-06-20 00:30:33,23.7,35.84,14.72
61,2022-06-20 00:31:03,23.71,35.87,14.72
62,2022-06-20 00:31:34,23.7,35.9,14.72
63,2022-06-20 00:32:04,23.7,35.83,14.72
64,2022-06-20 00:32:34,23.71,35.88,14.72
65,2022-06-20 00:33:04,23.71,35.84,14.72
66,2022-06-20 00:33:35,23.71,35.87,14.72
67,2022-06-20 00:34:05,23.71,35.88,14.72
68,2022-06-20 00:34:35,23.71,35.9,14.72
69,2022-06-20 00:35:06,23.71,35.89,14.72
70,2022-06-20 00:35:36,23.71,35.9,14.72
71,2022-06-20 00:36:06,23.71,35.95,14.71
72,2022-06-20 00:36:37,23.71,35.91,14.71
73,2022-06-20 00:37:07,23.71,35.9,14.71
74,2022-06-20 00:37:37,23.72,35.94,14.72
75,2022-06-20 00:38:08,23.72,35.89,14.72
76,2022-06-20 00:38:38,23.71,35.91,14.72
77,2022-06-20 00:39:08,23.7,35.9,14.72
78,2022-06-20 00:39:39,23.72,35.93,14.72
79,2022-06-20 00:40:09,23.72,35.97,14.72
80,2022-06-20 00:40:39,23.71,35.89,14.72
81,2022-06-20 00:41:10,23.72,35.93,14.72
82,2022-06-20 00:41:40,23.71,35.91,14.71
83,2022-06-20 00:42:10,23.73,35.96,14.72
84,2022-06-20 00:42:41,23.72,35.96,14.71
85,2022-06-20 00:43:11,23.71,35.93,14.71
86,2022-06-20 00:43:41,23.73,35.92,14.71
87,2022-06-20 00:44:12,23.73,35.88,14.71
88,2022-06-20 00:44:42,23.73,35.88,14.71
89,2022-06-20 00:45:12,23.73,35.89,14.71
90,2022-06-20 00:45:43,23.73,35.92,14.71
91,2022-06-20 00:46:13,23.73,35.86,14.71
92,2022-06-20 00:46:43,23.73,35.87,14.71
93,2022-06-20 00:47:13,23.73,35.87,14.72
94,2022-06-20 00:47:44,23.72,35.86,14.71
95,2022-06-20 00:48:14,23.73,35.86,14.71
96,2022-06-20 00:48:44,23.72,35.91,14.71
97,2022-06-20 00:49:15,23.73,35.89,14.71
98,2022-06-20 00:49:45,23.72,35.89,14.72
99,2022-06-20 00:50:15,23.72,35.89,14.71
100,2022-06-20 00:50:46,23.72,35.86,14.71
101,2022-06-20 00:51:16,23.72,35.87,14.71
102,2022-06-20 00:51:46,23.73,35.88,14.71
103,2022-06-20 00:52:17,23.72,35.86,14.72
104,2022-06-20 00:52:47,23.73,35.75,14.71
105,2022-06-20 00:53:17,23.73,35.78,14.71
