,Date,Temperature,Humidity,Pressure
0,2022-06-28 00:00:17,24.59,45.64,14.72
1,2022-06-28 00:00:48,24.59,45.65,14.72
2,2022-06-28 00:01:18,24.59,45.64,14.72
3,2022-06-28 00:01:48,24.58,45.58,14.72
4,2022-06-28 00:02:19,24.58,45.6,14.72
5,2022-06-28 00:02:49,24.59,45.63,14.72
6,2022-06-28 00:03:19,24.58,45.63,14.72
7,2022-06-28 00:03:49,24.59,45.59,14.72
8,2022-06-28 00:04:20,24.58,45.61,14.72
9,2022-06-28 00:04:50,24.58,45.63,14.72
10,2022-06-28 00:05:20,24.59,45.63,14.72
11,2022-06-28 00:05:51,24.58,45.61,14.72
12,2022-06-28 00:06:21,24.58,45.63,14.72
13,2022-06-28 00:06:51,24.58,45.62,14.72
14,2022-06-28 00:07:22,24.58,45.66,14.72
15,2022-06-28 00:07:52,24.59,45.7,14.72
16,2022-06-28 00:08:22,24.58,45.69,14.72
17,2022-06-28 00:08:53,24.58,45.73,14.72
18,2022-06-28 00:09:23,24.58,45.67,14.72
19,2022-06-28 00:09:53,24.59,45.72,14.72
20,2022-06-28 00:10:24,24.58,45.68,14.72
21,2022-06-28 00:10:54,24.58,45.76,14.72
22,2022-06-28 00:11:24,24.59,45.71,14.72
23,2022-06-28 00:11:55,24.58,45.72,14.72
24,2022-06-28 00:12:25,24.58,45.74,14.72
25,2022-06-28 00:12:55,24.58,45.69,14.72
26,2022-06-28 00:13:26,24.58,45.75,14.72
27,2022-06-28 00:13:56,24.57,45.71,14.72
28,2022-06-28 00:14:26,24.57,45.73,14.72
29,2022-06-28 00:14:57,24.58,45.67,14.72
30,2022-06-28 00:15:27,24.57,45.69,14.72
31,2022-06-28 00:15:57,24.57,45.68,14.72
32,2022-06-28 00:16:28,24.57,45.65,14.72
33,2022-06-28 00:16:58,24.57,45.67,14.72
34,2022-06-28 00:17:28,24.57,45.62,14.72
35,2022-06-28 00:17:59,24.58,45.63,14.72
36,2022-06-28 00:18:29,24.56,45.59,14.72
37,2022-06-28 00:18:59,24.58,45.6,14.72
38,2022-06-28 00:19:29,24.57,45.63,14.72
39,2022-06-28 00:20:00,24.56,45.58,14.72
40,2022-06-28 00:20:30,24.56,45.53,14.72
41,2022-06-28 00:21:00,24.58,45.59,14.72
42,2022-06-28 00:21:31,24.57,45.58,14.72
43,2022-06-28 00:22:01,24.56,45.53,14.72
44,2022-06-28 00:22:31,24.56,45.54,14.72
45,2022-06-28 00:23:02,24.57,45.49,14.72
46,2022-06-28 00:23:32,24.57,45.54,14.72
47,2022-06-28 00:24:02,24.55,45.57,14.72
48,2022-06-28 00:24:33,24.56,45.52,14.72
49,2022-06-28 00:25:03,24.56,45.57,14.72
50,2022-06-28 00:25:33,24.56,45.52,14.72
51,2022-06-28 00:26:04,24.55,45.48,14.72
52,2022-06-28 00:26:34,24.56,45.55,14.72
53,2022-06-28 00:27:04,24.55,45.52,14.72
54,2022-06-28 00:27:35,24.56,45.55,14.72
55,2022-06-28 00:28:05,24.55,45.5,14.72
56,2022-06-28 00:28:35,24.55,45.52,14.72
57,2022-06-28 00:29:06,24.55,45.56,14.72
58,2022-06-28 00:29:36,24.55,45.57,14.72
59,2022-06-28 00:30:06,24.55,45.52,14.72
60,2022-06-28 00:30:37,24.55,45.55,14.72
61,2022-06-28 00:31:07,24.55,45.54,14.72
62,2022-06-28 00:31:37,24.55,45.57,14.72
63,2022-06-28 00:32:08,24.55,45.58,14.72
64,2022-06-28 00:32:38,24.55,45.56,14.72
65,2022-06-28 00:33:08,24.55,45.61,14.72
66,2022-06-28 00:33:39,24.55,45.6,14.72
67,2022-06-28 00:34:09,24.55,45.58,14.72
68,2022-06-28 00:34:39,24.55,45.62,14.72
69,2022-06-28 00:35:09,24.55,45.63,14.72
70,2022-06-28 00:35:40,24.55,45.58,14.72
71,2022-06-28 00:36:10,24.55,45.59,14.72
72,2022-06-28 00:36:40,24.55,45.61,14.72
73,2022-06-28 00:37:11,24.55,45.61,14.72
74,2022-06-28 00:37:41,24.55,45.63,14.72
75,2022-06-28 00:38:11,24.55,45.6,14.72
76,2022-06-28 00:38:42,24.54,45.62,14.72
77,2022-06-28 00:39:12,24.55,45.62,14.72
78,2022-06-28 00:39:42,24.55,45.68,14.72
79,2022-06-28 00:40:13,24.54,45.67,14.72
80,2022-06-28 00:40:43,24.55,45.69,14.72
81,2022-06-28 00:41:13,24.55,45.63,14.72
82,2022-06-28 00:41:44,24.55,45.72,14.72
83,2022-06-28 00:42:14,24.55,45.66,14.72
84,2022-06-28 00:42:44,24.55,45.71,14.72
85,2022-06-28 00:43:15,24.54,45.65,14.72
86,2022-06-28 00:43:45,24.54,45.69,14.72
87,2022-06-28 00:44:15,24.54,45.71,14.72
88,2022-06-28 00:44:46,24.54,45.68,14.72
89,2022-06-28 00:45:16,24.54,45.7,14.72
90,2022-06-28 00:45:46,24.54,45.73,14.72
91,2022-06-28 00:46:17,24.54,45.69,14.72
92,2022-06-28 00:46:47,24.54,45.71,14.72
93,2022-06-28 00:47:17,24.53,45.73,14.72
94,2022-06-28 00:47:48,24.54,45.77,14.72
95,2022-06-28 00:48:18,24.53,45.73,14.72
96,2022-06-28 00:48:48,24.52,45.72,14.72
97,2022-06-28 00:49:19,24.53,45.72,14.72
98,2022-06-28 00:49:49,24.52,45.72,14.72
99,2022-06-28 00:50:19,24.53,45.75,14.72
100,2022-06-28 00:50:49,24.52,45.69,14.72
101,2022-06-28 00:51:20,24.52,45.72,14.72
102,2022-06-28 00:51:50,24.52,45.67,14.72
103,2022-06-28 00:52:20,24.52,45.7,14.72
104,2022-06-28 00:52:51,24.52,45.72,14.72
105,2022-06-28 00:53:21,24.52,45.69,14.72
106,2022-06-28 00:53:51,24.52,45.72,14.72
107,2022-06-28 00:54:22,24.52,45.75,14.72
108,2022-06-28 00:54:52,24.52,45.72,14.72
109,2022-06-28 00:55:22,24.51,45.7,14.72
110,2022-06-28 00:55:53,24.52,45.71,14.72
111,2022-06-28 00:56:23,24.52,45.68,14.72
112,2022-06-28 00:56:53,24.52,45.74,14.72
113,2022-06-28 00:57:24,24.52,45.71,14.72
114,2022-06-28 00:57:54,24.52,45.73,14.72
115,2022-06-28 00:58:24,24.52,45.71,14.72
116,2022-06-28 00:58:55,24.51,45.73,14.72
117,2022-06-28 00:59:25,24.52,45.75,14.72
118,2022-06-28 00:59:55,24.51,45.77,14.72
119,2022-06-28 01:00:26,24.51,45.77,14.72
120,2022-06-28 01:00:56,24.51,45.73,14.72
121,2022-06-28 01:01:26,24.51,45.66,14.72
122,2022-06-28 01:01:57,24.51,45.76,14.73
123,2022-06-28 01:02:27,24.5,45.73,14.72
124,2022-06-28 01:02:57,24.51,45.73,14.72
125,2022-06-28 01:03:28,24.5,45.77,14.72
126,2022-06-28 01:03:58,24.51,45.71,14.72
127,2022-06-28 01:04:28,24.5,45.74,14.72
128,2022-06-28 01:04:59,24.5,45.78,14.72
129,2022-06-28 01:05:29,24.49,45.82,14.72
130,2022-06-28 01:05:59,24.51,45.83,14.72
131,2022-06-28 01:06:29,24.5,45.76,14.72
132,2022-06-28 01:07:00,24.5,45.78,14.72
133,2022-06-28 01:07:30,24.5,45.79,14.72
134,2022-06-28 01:08:00,24.5,45.76,14.72
135,2022-06-28 01:08:31,24.49,45.79,14.72
136,2022-06-28 01:09:01,24.49,45.74,14.72
137,2022-06-28 01:09:31,24.49,45.78,14.72
138,2022-06-28 01:10:02,24.49,45.79,14.72
139,2022-06-28 01:10:32,24.49,45.77,14.72
140,2022-06-28 01:11:02,24.48,45.81,14.72
